game_nr,object,fixed indices,context condition,message
42846,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
42846,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
42846,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
42846,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
42846,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
42846,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
42846,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
42846,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
42846,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
42846,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
43610,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 14, 7, 9, 0]"
43610,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 14, 7, 9, 0]"
43610,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 14, 7, 9, 0]"
43610,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 14, 7, 9, 0]"
43610,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 14, 7, 9, 0]"
43610,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 14, 7, 9, 0]"
43610,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 14, 7, 9, 0]"
43610,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 14, 7, 9, 0]"
43610,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 14, 7, 9, 0]"
43610,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[2, 14, 14, 7, 9, 0]"
45114,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
45114,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
45114,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
45114,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
45114,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
45114,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
45114,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
45114,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
45114,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
45114,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],1,"[3, 2, 14, 14, 9, 0]"
46418,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[13, 8, 8, 14, 9, 0]"
46418,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[13, 8, 8, 14, 9, 0]"
46418,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[13, 8, 8, 14, 9, 0]"
46418,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[13, 8, 8, 14, 9, 0]"
46418,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[13, 8, 8, 14, 9, 0]"
46418,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[13, 8, 8, 14, 9, 0]"
46418,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[13, 8, 8, 14, 9, 0]"
46418,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[13, 8, 8, 14, 9, 0]"
46418,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[13, 8, 8, 14, 9, 0]"
46418,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[13, 8, 8, 14, 9, 0]"
47282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[13, 8, 14, 14, 9, 0]"
47282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[13, 8, 14, 14, 9, 0]"
47282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[13, 8, 14, 14, 9, 0]"
47282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[13, 8, 14, 14, 9, 0]"
47282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[13, 8, 14, 14, 9, 0]"
47282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[13, 8, 14, 14, 9, 0]"
47282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[13, 8, 14, 14, 9, 0]"
47282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[13, 8, 14, 14, 9, 0]"
47282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[13, 8, 14, 14, 9, 0]"
47282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[13, 8, 14, 14, 9, 0]"
51984,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
51984,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
51984,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
51984,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
51984,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
51984,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
51984,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
51984,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
51984,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
51984,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
56431,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[13, 2, 8, 14, 9, 0]"
56431,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[13, 2, 8, 14, 9, 0]"
56431,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[13, 2, 8, 14, 9, 0]"
56431,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[13, 2, 8, 14, 9, 0]"
56431,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[13, 2, 8, 14, 9, 0]"
56431,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[13, 2, 8, 14, 9, 0]"
56431,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[13, 2, 8, 14, 9, 0]"
56431,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[13, 2, 8, 14, 9, 0]"
56431,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[13, 2, 8, 14, 9, 0]"
56431,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[13, 2, 8, 14, 9, 0]"
57853,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
57853,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
57853,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
57853,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
57853,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
57853,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
57853,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
57853,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
57853,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
57853,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[3, 2, 8, 14, 9, 0]"
61282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 14, 14, 9, 0]"
61282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 14, 14, 9, 0]"
61282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 14, 14, 9, 0]"
61282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 14, 14, 9, 0]"
61282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 14, 14, 9, 0]"
61282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 14, 14, 9, 0]"
61282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 14, 14, 9, 0]"
61282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 14, 14, 9, 0]"
61282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 14, 14, 9, 0]"
61282,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 14, 14, 9, 0]"
61968,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
61968,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
61968,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
61968,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
61968,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
61968,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
61968,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
61968,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
61968,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
61968,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
63920,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
63920,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
63920,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
63920,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
63920,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
63920,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
63920,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
63920,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
63920,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
63920,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],0,"[2, 14, 14, 14, 9, 0]"
65849,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
65849,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
65849,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
65849,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
65849,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
65849,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
65849,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
65849,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
65849,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
65849,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
73004,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 2, 14, 9, 0]"
73004,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 2, 14, 9, 0]"
73004,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 2, 14, 9, 0]"
73004,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 2, 14, 9, 0]"
73004,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 2, 14, 9, 0]"
73004,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 2, 14, 9, 0]"
73004,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 2, 14, 9, 0]"
73004,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 2, 14, 9, 0]"
73004,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 2, 14, 9, 0]"
73004,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],2,"[2, 14, 2, 14, 9, 0]"
73933,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
73933,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
73933,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
73933,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
73933,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
73933,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
73933,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
73933,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
73933,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
73933,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],4,"[3, 2, 8, 14, 9, 0]"
74239,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
74239,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
74239,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
74239,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
74239,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
74239,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
74239,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
74239,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
74239,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
74239,[3. 0. 2. 1. 3.],[1. 1. 1. 1. 1.],3,"[3, 2, 8, 14, 9, 0]"
